title,link,year,citations
Frequant: A reinforcement-learning based adaptive portfolio optimization with multi-frequency decomposition,https://dl.acm.org/doi/abs/10.1145/3637528.3671668,2024,7
A novel trading system for the stock market using Deep Q-Network action and instance selection,https://www.sciencedirect.com/science/article/pii/S0957417424019109,2024,7
A Sharpe Ratio based reward scheme in Deep Reinforcement Learning for financial trading,https://link.springer.com/chapter/10.1007/978-3-031-34111-3_2,2023,7
A multifaceted approach to stock market trading using reinforcement learning,https://ieeexplore.ieee.org/abstract/document/10570190/,2024,6
Deep reinforcement learning for finance and the efficient market hypothesis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3865019,2021,6
Developing a multi-agent and self-adaptive framework with deep reinforcement learning for dynamic portfolio risk management,https://arxiv.org/abs/2402.00515,2024,6
A novel stock trading model based on reinforcement learning and technical analysis,https://link.springer.com/article/10.1007/s40745-023-00469-1,2024,6
Pro Trader RL: Reinforcement learning framework for generating trading knowledge by mimicking the decision-making patterns of professional traders,https://www.sciencedirect.com/science/article/pii/S0957417424013319,2024,6
Enhanced Portfolio Management: Leveraging Machine Learning for Optimized Investment Strategies in 2024,https://www.researchgate.net/profile/Sharda-Kumari-5/publication/384362426_AI-Enhanced_Portfolio_Management_Leveraging_Machine_Learning_for_Optimized_Investment_Strategies_in_2024/links/66f5bcd0f599e0392fa6e4af/AI-Enhanced-Portfolio-Management-Leveraging-Machine-Learning-for-Optimized-Investment-Strategies-in-2024.pdf,2024,6
A taxonomy of literature reviews and experimental study of deepreinforcement learning in portfolio management,https://link.springer.com/article/10.1007/s10462-024-11066-w,2025,5
Application of multilayer perceptron to deep reinforcement learning for stock market trading and analysis,https://www.academia.edu/download/78856781/15825.pdf,2021,5
A novel rms-driven deep reinforcement learning for optimized portfolio management in stock trading,https://ieeexplore.ieee.org/abstract/document/10904473/,2025,5
A Self-Rewarding Mechanism in Deep Reinforcement Learning for Trading Strategy Optimization,https://www.mdpi.com/2227-7390/12/24/4020,2024,5
Deep Reinforcement Learning for ESG financial portfolio management,https://arxiv.org/abs/2307.09631,2023,5
Intelligent Investment Portfolio Management using Time-Series Analytics and Deep Reinforcement Learning,https://scholar.smu.edu/datasciencereview/vol5/iss2/7/,2021,4
Reinforcement Learning for Financial Index Tracking,https://arxiv.org/abs/2308.02820,2023,3
Portfolio optimization through a multi-modal deep reinforcement learning framework,https://www.techrxiv.org/doi/full/10.36227/techrxiv.174123926.62412968,2025,3
Deep reinforcement learning approach to portfolio optimization,https://lup.lub.lu.se/student-papers/search/publication/9071680,2022,3
Ensemble deep reinforcement learning for financial trading,https://link.springer.com/chapter/10.1007/978-3-031-61037-0_9,2024,3
Integration of investor behavioral perspective and climate change in reinforcement learning for portfolio optimization,https://www.sciencedirect.com/science/article/pii/S027553192400432X,2025,3
[CITATION] Reinforcement learning for portfolio optimization,,2022,3
Benchmarking Reinforcement Learning (RL) Algorithms for Portfolio Optimization,https://www.researchgate.net/profile/Yassine-Hachaichi/publication/383033429_Benchmarking_Reinforcement_Learning_RL_Algorithms_for_Portfolio_Optimization/links/66b8d55151aa0775f27a74e4/Benchmarking-Reinforcement-Learning-RL-Algorithms-for-Portfolio-Optimization.pdf,2024,2
Deep Reinforcement Learning for Quantitative Finance: Time Series Forecasting using Proximal Policy Optimization,https://carleton.scholaris.ca/bitstreams/4df68a79-45de-459c-9596-5769a47b1714/download,2022,2
Deep reinforcement learning for portfolio optimization,https://webthesis.biblio.polito.it/31091/,2024,2
"Modeling Trading Strategies in Financial Markets with Data, Simulation, and Deep Reinforcement Learning",https://deepblue.lib.umich.edu/handle/2027.42/174631,2022,2
Portfolio Management using Deep Reinforcement Learning,https://arxiv.org/abs/2405.01604,2024,2
Adaptive Investment Strategies: Deep Reinforcement Learning Approaches for Portfolio Optimization,https://ieeexplore.ieee.org/abstract/document/10627674/,2023,2
A stock market decision-making framework based on CMR-DQN,https://www.mdpi.com/2076-3417/14/16/6881,2024,2
Deep Reinforcement Learning with Comprehensive Reward for Stock Trading,https://link.springer.com/chapter/10.1007/978-981-99-1648-1_44,2022,2
Pairs trading using clustering and deep reinforcement learning,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4504599,2023,2
Early mts forecasting for dynamic stock prediction: A double q-learning ensemble approach,https://ieeexplore.ieee.org/abstract/document/10526265/,2024,2
Deep reinforcement learning task for portfolio construction,https://ieeexplore.ieee.org/abstract/document/9680015/,2021,2
Comparing Model-Free Deep Reinforcement Learning Algorithms on Stock Market,https://repository.tudelft.nl/record/uuid:852f21d1-1229-4c94-ad08-ae8a0f937d2b,2021,2
Feature Fusion Deep Reinforcement Learning Approach for Stock Trading,https://ieeexplore.ieee.org/abstract/document/9901810/,2022,2
